[SLOPE COLLISION] Tile: 2 at (10, 14), slopeY = 479, playerY = 466.9
[PLAYER STATE] x: 222, y: 272.812, vx: 0, vy: 4.57812, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 277.609, vx: 0, vy: 4.79688, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 282.625, vx: 0, vy: 5.01562, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 287.859, vx: 0, vy: 5.23438, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 293.312, vx: 0, vy: 5.45312, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 298.984, vx: 0, vy: 5.67188, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 304.875, vx: 0, vy: 5.89062, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 310.984, vx: 0, vy: 6.10938, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 317.312, vx: 0, vy: 6.32812, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 323.859, vx: 0, vy: 6.54688, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 330.625, vx: 0, vy: 6.76562, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 335.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 335.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 335.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 335.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 335.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 335.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 335.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 335.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 335.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 335.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 335.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 335.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 222, y: 334, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 222, y: 334.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 219, y: 335.312, vx: -3, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 216, y: 328, vx: -3.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 213.5, y: 328, vx: -2.5, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 328.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 328.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 329.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 330.188, vx: 0, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 331.281, vx: 0, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 332.594, vx: 0, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 334.125, vx: 0, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 335.875, vx: 0, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 325, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 213.5, y: 325, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 325.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 325.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 326.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 327.188, vx: 0, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 328.281, vx: 0, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 329.594, vx: 0, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 331.125, vx: 0, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 332.875, vx: 0, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 334.844, vx: 0, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 213.5, y: 325, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 211, y: 325, vx: -2.5, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 208, y: 325.219, vx: -3, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 205, y: 325.656, vx: -3, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 202, y: 326.312, vx: -3, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 199, y: 327.188, vx: -3, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 328.281, vx: -3, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 329.594, vx: 0, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 331.125, vx: 0, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 332.875, vx: 0, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 334.844, vx: 0, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 337.031, vx: 0, vy: 2.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 339.438, vx: 0, vy: 2.40625, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 342.062, vx: 0, vy: 2.625, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 344.906, vx: 0, vy: 2.84375, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 347.969, vx: 0, vy: 3.0625, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 351.25, vx: 0, vy: 3.28125, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 354.75, vx: 0, vy: 3.5, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 358.469, vx: 0, vy: 3.71875, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 362.406, vx: 0, vy: 3.9375, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 366.562, vx: 0, vy: 4.15625, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 370.938, vx: 0, vy: 4.375, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 198.5, y: 372, vx: 2.5, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 201, y: 372, vx: 2.5, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 203.5, y: 372, vx: 2.5, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 206, y: 372, vx: 2.5, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 206, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 206, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 206, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 206, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 206, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 206, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 206, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 206, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 206, y: 372, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 203.5, y: 372, vx: -2.5, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 201, y: 372, vx: -2.5, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 198.5, y: 372, vx: -2.5, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 196, y: 372, vx: -2.5, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 193.5, y: 369, vx: -2.625, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 191, y: 367, vx: -2.625, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 188.5, y: 367, vx: -2.5, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 185.5, y: 367.219, vx: -3, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 182.5, y: 367.656, vx: -3, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 179.5, y: 355, vx: -3.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 177, y: 355, vx: -2.5, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 174, y: 355.219, vx: -3, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 355.656, vx: -3, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 356.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 357.188, vx: 0, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 358.281, vx: 0, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 359.594, vx: 0, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 361.125, vx: 0, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 362.875, vx: 0, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 364.844, vx: 0, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 367.031, vx: 0, vy: 2.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 369.438, vx: 0, vy: 2.40625, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 372.062, vx: 0, vy: 2.625, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 374.906, vx: 0, vy: 2.84375, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 377.969, vx: 0, vy: 3.0625, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 381.25, vx: -3, vy: 3.28125, grounded: 0, jumping: 0
[PLAYER STATE] x: 165, y: 384.75, vx: -3, vy: 3.5, grounded: 0, jumping: 0
[PLAYER STATE] x: 162, y: 388.469, vx: -3, vy: 3.71875, grounded: 0, jumping: 0
[PLAYER STATE] x: 159, y: 392.406, vx: -3, vy: 3.9375, grounded: 0, jumping: 0
[PLAYER STATE] x: 156, y: 396.562, vx: -3, vy: 4.15625, grounded: 0, jumping: 0
[PLAYER STATE] x: 156, y: 396, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 156, y: 396, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 156, y: 396.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 156, y: 396.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 156, y: 397.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 156, y: 398.188, vx: 0, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 156, y: 399.281, vx: 0, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 156, y: 396, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 156, y: 396, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 156, y: 396.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 156, y: 396.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 156, y: 397.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 159, y: 398.188, vx: 3, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 162, y: 399.281, vx: 3, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 165, y: 400.594, vx: 3, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 402.125, vx: 3, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 403.875, vx: 3, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 174, y: 405.844, vx: 3, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 177, y: 408.031, vx: 3, vy: 2.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 180, y: 410.438, vx: 3, vy: 2.40625, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 413.062, vx: 3, vy: 2.625, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 415.906, vx: 0, vy: 2.84375, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 418.969, vx: 0, vy: 3.0625, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 422.25, vx: 0, vy: 3.28125, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 425.75, vx: 0, vy: 3.5, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 429.469, vx: 0, vy: 3.71875, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 433.406, vx: 0, vy: 3.9375, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 437.562, vx: 0, vy: 4.15625, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 441.938, vx: 0, vy: 4.375, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 446.531, vx: 0, vy: 4.59375, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 451.344, vx: 0, vy: 4.8125, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 456.375, vx: 0, vy: 5.03125, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 461.625, vx: 0, vy: 5.25, grounded: 0, jumping: 0
[PLAYER STATE] x: 183, y: 467.094, vx: 0, vy: 5.46875, grounded: 0, jumping: 0
[PLAYER STATE] x: 180, y: 472.781, vx: -3, vy: 5.6875, grounded: 0, jumping: 0
[PLAYER STATE] x: 177, y: 478.688, vx: -3, vy: 5.90625, grounded: 0, jumping: 0
[PLAYER STATE] x: 174, y: 484.812, vx: -3, vy: 6.125, grounded: 0, jumping: 0
[PLAYER STATE] x: 171, y: 491.156, vx: -3, vy: 6.34375, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 497.719, vx: -3, vy: 6.5625, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 504.5, vx: 0, vy: 6.78125, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 511.5, vx: 0, vy: 7, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 518.719, vx: 0, vy: 7.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 526.156, vx: 0, vy: 7.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 533.812, vx: 0, vy: 7.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 541.688, vx: 0, vy: 7.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 549.781, vx: 0, vy: 8.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 558.094, vx: 0, vy: 8.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 566.625, vx: 0, vy: 8.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 575.375, vx: 0, vy: 8.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 584.344, vx: 0, vy: 8.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 593.531, vx: 0, vy: 9.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 602.938, vx: 0, vy: 9.40625, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 612.562, vx: 0, vy: 9.625, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 622.406, vx: 0, vy: 9.84375, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 632.469, vx: 0, vy: 10.0625, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 642.75, vx: 0, vy: 10.2812, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 653.25, vx: 0, vy: 10.5, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 663.969, vx: 0, vy: 10.7188, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 674.906, vx: 0, vy: 10.9375, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 686.062, vx: 0, vy: 11.1562, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 697.438, vx: 0, vy: 11.375, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 709.031, vx: 0, vy: 11.5938, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 720.844, vx: 0, vy: 11.8125, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 732.875, vx: 0, vy: 12.0312, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 745.125, vx: 0, vy: 12.25, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 757.594, vx: 0, vy: 12.4688, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 770.281, vx: 0, vy: 12.6875, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 783.188, vx: 0, vy: 12.9062, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 796.312, vx: 0, vy: 13.125, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 809.656, vx: 0, vy: 13.3438, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 823.219, vx: 0, vy: 13.5625, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 837, vx: 0, vy: 13.7812, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 851, vx: 0, vy: 14, grounded: 0, jumping: 0
[PLAYER STATE] x: 168, y: 865.219, vx: 0, vy: 14.2188, grounded: 0, jumping: 0
